Year,Wellbeing measure,Wellbeing measure category,Demographic,Demographic category,Type,Estimate(percent),Absolute sampling error (percentage points),Flag
2014,Trust held for people in New Zealand,5 to 6,Highest qualification,Level 1-4 certificate,Proportions,25.2, 1.6,
2014,Trust held for people in New Zealand,5 to 6,Highest qualification,Level 5-6 diploma,Proportions,21.5, 3.1,
2014,Trust held for people in New Zealand,5 to 6,Highest qualification,Level 7 and above,Proportions,15.3, 2.0,
2014,Trust held for people in New Zealand,5 to 6,Household income,"$30,000 or less",Proportions,24.4, 2.1,
2014,Trust held for people in New Zealand,5 to 6,Household income,"$30,001-$70,000",Proportions,25.8, 2.0,
2014,Trust held for people in New Zealand,5 to 6,Household income,"$70,001-$100,000",Proportions,24.5, 2.2,
2014,Trust held for people in New Zealand,5 to 6,Household income,"$100,001-$150,000",Proportions,22.1, 2.9,
2014,Trust held for people in New Zealand,5 to 6,Household income,"$150,001 or more",Proportions,16.7, 3.0,
2014,Trust held for people in New Zealand,5 to 6,Personal income,"$30,000 or less",Proportions,24.1, 1.3,
2014,Trust held for people in New Zealand,5 to 6,Personal income,"$30,001-$70,000",Proportions,24.4, 2.0,
2014,Trust held for people in New Zealand,5 to 6,Personal income,"$70,001 or more",Proportions,15.9, 2.6,
2014,Trust held for people in New Zealand,5 to 6,Housing tenure,Owner-occupied,Proportions,20.8, 1.3,
2014,Trust held for people in New Zealand,5 to 6,Housing tenure,Not owner-occupied,Proportions,27.1, 1.7,
2014,Trust held for people in New Zealand,5 to 6,Family type,Couple without child(ren),Proportions,20.0, 1.7,
2014,Trust held for people in New Zealand,5 to 6,Family type,Couple with child(ren),Proportions,22.6, 1.9,
2014,Trust held for people in New Zealand,5 to 6,Family type,One parent with child(ren),Proportions,29.2, 3.4,
2014,Trust held for people in New Zealand,5 to 6,Family type,Not in a family nucleus,Proportions,24.7, 2.4,
2014,Trust held for people in New Zealand,5 to 6,Migrant status,Born in NZ,Proportions,24.6, 1.3,
2014,Trust held for people in New Zealand,5 to 6,Migrant status,Long-term migrant,Proportions,19.8, 2.3,
2014,Trust held for people in New Zealand,5 to 6,Migrant status,Recent migrant,Proportions,12.0, 4.1,*
2014,Trust held for people in New Zealand,5 to 6,Ethnicity,European,Proportions,22.3, 1.2,
2014,Trust held for people in New Zealand,5 to 6,Ethnicity,Māori,Proportions,28.6, 3.2,
2014,Trust held for people in New Zealand,5 to 6,Ethnicity,Pacific peoples,Proportions,31.7, 5.3,
2014,Trust held for people in New Zealand,5 to 6,Ethnicity,Asian,Proportions,20.3, 3.4,
2014,Trust held for people in New Zealand,5 to 6,Region,Northland,Proportions,28.8, 6.0,
2014,Trust held for people in New Zealand,5 to 6,Region,Auckland,Proportions,22.9, 2.5,
2014,Trust held for people in New Zealand,5 to 6,Region,Waikato,Proportions,23.3, 3.8,
2014,Trust held for people in New Zealand,5 to 6,Region,Bay of Plenty,Proportions,22.0, 3.0,
2014,Trust held for people in New Zealand,5 to 6,Region,Gisborne/Hawke's Bay,Proportions,25.7, 5.0,
2014,Trust held for people in New Zealand,5 to 6,Region,Taranaki,Proportions,23.2, 4.2,
2014,Trust held for people in New Zealand,5 to 6,Region,Manawatū-Whanganui,Proportions,27.8, 5.3,
2014,Trust held for people in New Zealand,5 to 6,Region,Wellington,Proportions,19.1, 3.0,
2014,Trust held for people in New Zealand,5 to 6,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,23.7, 4.7,
2014,Trust held for people in New Zealand,5 to 6,Region,Canterbury,Proportions,23.0, 2.8,
2014,Trust held for people in New Zealand,5 to 6,Region,Otago,Proportions,20.3, 3.9,
2014,Trust held for people in New Zealand,5 to 6,Region,Southland,Proportions,19.9, 5.6,
2016,Trust held for people in New Zealand,5 to 6,Total population,Total population,Proportions,23.8, 1.2,
2016,Trust held for people in New Zealand,5 to 6,Life stage (years),15-24 years,Proportions,25.7, 3.1,
2016,Trust held for people in New Zealand,5 to 6,Life stage (years),25-44 years,Proportions,24.9, 2.3,
2016,Trust held for people in New Zealand,5 to 6,Life stage (years),45-64 years,Proportions,23.0, 2.0,
2016,Trust held for people in New Zealand,5 to 6,Life stage (years),65 years and over,Proportions,21.3, 2.2,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),15-24 years,Proportions,25.7, 3.1,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),25-34 years,Proportions,24.5, 2.9,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),35-44 years,Proportions,25.3, 3.1,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),45-54 years,Proportions,23.2, 2.7,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),55-64 years,Proportions,22.8, 2.5,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),65-74 years,Proportions,21.7, 2.9,
2016,Trust held for people in New Zealand,5 to 6,Age group (years),75 years and over,Proportions,20.7, 3.3,
2016,Trust held for people in New Zealand,5 to 6,Sex,Male,Proportions,23.6, 1.5,
2016,Trust held for people in New Zealand,5 to 6,Sex,Female,Proportions,23.9, 1.7,
2016,Trust held for people in New Zealand,5 to 6,Labour force status,Employed,Proportions,22.6, 1.4,
2016,Trust held for people in New Zealand,5 to 6,Labour force status,Unemployed,Proportions,29.8, 6.4,
2016,Trust held for people in New Zealand,5 to 6,Labour force status,Not in the labour force,Proportions,25.7, 2.1,
2016,Trust held for people in New Zealand,5 to 6,Highest qualification,No qualification,Proportions,31.0, 2.9,
2016,Trust held for people in New Zealand,5 to 6,Highest qualification,Level 1-4 certificate,Proportions,26.6, 1.7,
2016,Trust held for people in New Zealand,5 to 6,Highest qualification,Level 5-6 diploma,Proportions,19.9, 3.2,
2016,Trust held for people in New Zealand,5 to 6,Highest qualification,Level 7 and above,Proportions,15.8, 2.1,
2016,Trust held for people in New Zealand,5 to 6,Household income,"$30,000 or less",Proportions,27.1, 2.5,
2016,Trust held for people in New Zealand,5 to 6,Household income,"$30,001-$70,000",Proportions,27.6, 2.2,
2016,Trust held for people in New Zealand,5 to 6,Household income,"$70,001-$100,000",Proportions,24.0, 2.4,
2016,Trust held for people in New Zealand,5 to 6,Household income,"$100,001-$150,000",Proportions,21.8, 2.3,
2016,Trust held for people in New Zealand,5 to 6,Household income,"$150,001 or more",Proportions,18.9, 2.9,
2016,Trust held for people in New Zealand,5 to 6,Personal income,"$30,000 or less",Proportions,26.4, 1.8,
2016,Trust held for people in New Zealand,5 to 6,Personal income,"$30,001-$70,000",Proportions,23.1, 1.6,
2016,Trust held for people in New Zealand,5 to 6,Personal income,"$70,001 or more",Proportions,18.2, 2.5,
2016,Trust held for people in New Zealand,5 to 6,Housing tenure,Owner-occupied,Proportions,22.1, 1.5,
2016,Trust held for people in New Zealand,5 to 6,Housing tenure,Not owner-occupied,Proportions,26.9, 1.8,
2016,Trust held for people in New Zealand,5 to 6,Family type,Couple without child(ren),Proportions,20.4, 1.9,
2016,Trust held for people in New Zealand,5 to 6,Family type,Couple with child(ren),Proportions,23.6, 1.7,
2016,Trust held for people in New Zealand,5 to 6,Family type,One parent with child(ren),Proportions,30.9, 4.2,
2016,Trust held for people in New Zealand,5 to 6,Family type,Not in a family nucleus,Proportions,25.7, 2.3,
2016,Trust held for people in New Zealand,5 to 6,Migrant status,Born in NZ,Proportions,25.5, 1.5,
2016,Trust held for people in New Zealand,5 to 6,Migrant status,Long-term migrant,Proportions,21.5, 2.3,
2016,Trust held for people in New Zealand,5 to 6,Migrant status,Recent migrant,Proportions,11.5, 4.0,*
2016,Trust held for people in New Zealand,5 to 6,Ethnicity,European,Proportions,22.1, 1.3,
2016,Trust held for people in New Zealand,5 to 6,Ethnicity,Māori,Proportions,32.5, 3.8,
2016,Trust held for people in New Zealand,5 to 6,Ethnicity,Pacific peoples,Proportions,37.9, 4.7,
2016,Trust held for people in New Zealand,5 to 6,Ethnicity,Asian,Proportions,19.9, 3.0,
2016,Trust held for people in New Zealand,5 to 6,Region,Northland,Proportions,26.2, 7.4,
2016,Trust held for people in New Zealand,5 to 6,Region,Auckland,Proportions,24.4, 2.3,
2016,Trust held for people in New Zealand,5 to 6,Region,Waikato,Proportions,24.3, 3.1,
2016,Trust held for people in New Zealand,5 to 6,Region,Bay of Plenty,Proportions,21.6, 4.3,
2016,Trust held for people in New Zealand,5 to 6,Region,Gisborne/Hawke's Bay,Proportions,27.7, 5.1,
2016,Trust held for people in New Zealand,5 to 6,Region,Taranaki,Proportions,27.5, 7.2,
2016,Trust held for people in New Zealand,5 to 6,Region,Manawatū-Whanganui,Proportions,26.5, 5.3,
2016,Trust held for people in New Zealand,5 to 6,Region,Wellington,Proportions,21.6, 3.7,
2016,Trust held for people in New Zealand,5 to 6,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,17.7, 4.6,
2016,Trust held for people in New Zealand,5 to 6,Region,Canterbury,Proportions,23.6, 3.1,
2016,Trust held for people in New Zealand,5 to 6,Region,Otago,Proportions,20.2, 4.5,
2016,Trust held for people in New Zealand,5 to 6,Region,Southland,Proportions,27.0, 8.2,*
2018,Trust held for people in New Zealand,5 to 6,Total population,Total population,Proportions,24.4, 1.3,
2018,Trust held for people in New Zealand,5 to 6,Life stage (years),15-24 years,Proportions,27.6, 3.6,
