Year,Wellbeing measure,Wellbeing measure category,Demographic,Demographic category,Type,Estimate(percent),Absolute sampling error (percentage points),Flag
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Total population,Total population,Proportions,24.4, 1.0,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Life stage (years),15-24 years,Proportions,15.5, 2.9,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Life stage (years),25-44 years,Proportions,18.0, 1.9,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Life stage (years),45-64 years,Proportions,26.4, 1.8,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Life stage (years),65 years and over,Proportions,40.9, 2.5,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),15-24 years,Proportions,15.5, 2.9,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),25-34 years,Proportions,17.5, 2.4,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),35-44 years,Proportions,18.5, 2.8,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),45-54 years,Proportions,22.4, 2.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),55-64 years,Proportions,30.7, 2.7,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),65-74 years,Proportions,38.1, 3.2,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Age group (years),75 years and over,Proportions,45.1, 4.0,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Sex,Male,Proportions,29.4, 1.7,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Sex,Female,Proportions,19.6, 1.2,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Labour force status,Employed,Proportions,24.0, 1.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Labour force status,Unemployed,Proportions, 9.1, 4.2,*
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Labour force status,Not in the labour force,Proportions,27.3, 1.9,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Highest qualification,No qualification,Proportions,25.8, 2.8,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Highest qualification,Level 1-4 certificate,Proportions,23.2, 1.7,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Highest qualification,Level 5-6 diploma,Proportions,26.0, 2.7,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Highest qualification,Level 7 and above,Proportions,24.4, 2.2,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Household income,"$30,000 or less",Proportions,19.3, 2.5,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Household income,"$30,001-$70,000",Proportions,23.3, 2.0,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Household income,"$70,001-$100,000",Proportions,22.2, 2.6,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Household income,"$100,001-$150,000",Proportions,22.6, 2.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Household income,"$150,001 or more",Proportions,30.8, 2.4,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Personal income,"$30,000 or less",Proportions,19.1, 1.5,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Personal income,"$30,001-$70,000",Proportions,23.3, 1.8,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Personal income,"$70,001 or more",Proportions,37.7, 2.5,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Housing tenure,Owner-occupied,Proportions,29.5, 1.4,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Housing tenure,Not owner-occupied,Proportions,14.7, 1.8,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Family type,Couple without child(ren),Proportions,35.1, 2.1,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Family type,Couple with child(ren),Proportions,19.4, 1.8,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Family type,One parent with child(ren),Proportions,10.8, 2.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Family type,Not in a family nucleus,Proportions,25.9, 2.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Migrant status,Born in NZ,Proportions,26.2, 1.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Migrant status,Long-term migrant,Proportions,21.7, 2.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Migrant status,Recent migrant,Proportions,15.1, 4.6,*
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Ethnicity,European,Proportions,28.1, 1.2,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Ethnicity,Māori,Proportions,18.9, 3.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Ethnicity,Pacific peoples,Proportions, 9.4, 3.1,*
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Ethnicity,Asian,Proportions,15.9, 2.6,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Northland,Proportions,28.2, 7.2,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Auckland,Proportions,20.6, 1.9,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Waikato,Proportions,28.4, 3.4,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Bay of Plenty,Proportions,26.6, 5.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Gisborne/Hawke's Bay,Proportions,22.2, 4.1,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Taranaki,Proportions,25.4, 6.3,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Manawatū-Whanganui,Proportions,23.8, 4.0,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Wellington,Proportions,24.8, 3.5,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,25.3, 6.2,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Canterbury,Proportions,27.2, 3.0,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Otago,Proportions,30.5, 4.9,
2018,Financial limitation when buying/thinking of buying clothes/shoes for yourself,Not at all limited,Region,Southland,Proportions,27.2, 4.8,
2014,Financial limitation buying a $300 item,Not at all limited,Total population,Total population,Proportions,23.3, 1.4,
2014,Financial limitation buying a $300 item,Not at all limited,Life stage (years),15-24 years,Proportions,10.7, 2.6,
2014,Financial limitation buying a $300 item,Not at all limited,Life stage (years),25-44 years,Proportions,18.1, 2.1,
2014,Financial limitation buying a $300 item,Not at all limited,Life stage (years),45-64 years,Proportions,27.6, 2.2,
2014,Financial limitation buying a $300 item,Not at all limited,Life stage (years),65 years and over,Proportions,37.7, 2.5,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),15-24 years,Proportions,10.7, 2.6,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),25-34 years,Proportions,17.0, 3.1,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),35-44 years,Proportions,19.1, 2.4,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),45-54 years,Proportions,26.0, 2.8,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),55-64 years,Proportions,29.6, 3.1,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),65-74 years,Proportions,35.4, 3.3,
2014,Financial limitation buying a $300 item,Not at all limited,Age group (years),75 years and over,Proportions,41.1, 3.6,
2014,Financial limitation buying a $300 item,Not at all limited,Sex,Male,Proportions,28.8, 1.8,
2014,Financial limitation buying a $300 item,Not at all limited,Sex,Female,Proportions,18.2, 1.6,
2014,Financial limitation buying a $300 item,Not at all limited,Labour force status,Employed,Proportions,25.1, 1.8,
2014,Financial limitation buying a $300 item,Not at all limited,Labour force status,Unemployed,Proportions, 5.3, 3.6,**
2014,Financial limitation buying a $300 item,Not at all limited,Labour force status,Not in the labour force,Proportions,21.6, 1.8,
2014,Financial limitation buying a $300 item,Not at all limited,Highest qualification,No qualification,Proportions,20.9, 2.2,
2014,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 1-4 certificate,Proportions,21.0, 1.8,
2014,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 5-6 diploma,Proportions,24.6, 3.1,
2014,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 7 and above,Proportions,28.4, 3.2,
2014,Financial limitation buying a $300 item,Not at all limited,Household income,"$30,000 or less",Proportions,15.4, 1.8,
2014,Financial limitation buying a $300 item,Not at all limited,Household income,"$30,001-$70,000",Proportions,20.3, 1.8,
2014,Financial limitation buying a $300 item,Not at all limited,Household income,"$70,001-$100,000",Proportions,21.2, 2.9,
2014,Financial limitation buying a $300 item,Not at all limited,Household income,"$100,001-$150,000",Proportions,24.7, 2.8,
2014,Financial limitation buying a $300 item,Not at all limited,Household income,"$150,001 or more",Proportions,34.5, 3.8,
2014,Financial limitation buying a $300 item,Not at all limited,Personal income,"$30,000 or less",Proportions,15.6, 1.5,
2014,Financial limitation buying a $300 item,Not at all limited,Personal income,"$30,001-$70,000",Proportions,24.2, 2.0,
2014,Financial limitation buying a $300 item,Not at all limited,Personal income,"$70,001 or more",Proportions,45.1, 3.6,
2014,Financial limitation buying a $300 item,Not at all limited,Housing tenure,Owner-occupied,Proportions,28.3, 1.7,
2014,Financial limitation buying a $300 item,Not at all limited,Housing tenure,Not owner-occupied,Proportions,13.3, 1.6,
2014,Financial limitation buying a $300 item,Not at all limited,Family type,Couple without child(ren),Proportions,33.1, 2.1,
2014,Financial limitation buying a $300 item,Not at all limited,Family type,Couple with child(ren),Proportions,18.6, 2.1,
2014,Financial limitation buying a $300 item,Not at all limited,Family type,One parent with child(ren),Proportions, 9.2, 1.7,
2014,Financial limitation buying a $300 item,Not at all limited,Family type,Not in a family nucleus,Proportions,25.2, 2.0,
2014,Financial limitation buying a $300 item,Not at all limited,Migrant status,Born in NZ,Proportions,24.2, 1.3,
2014,Financial limitation buying a $300 item,Not at all limited,Migrant status,Long-term migrant,Proportions,21.3, 3.1,
2014,Financial limitation buying a $300 item,Not at all limited,Migrant status,Recent migrant,Proportions,19.3, 5.8,*
2014,Financial limitation buying a $300 item,Not at all limited,Ethnicity,European,Proportions,26.7, 1.5,
2014,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Māori,Proportions,14.3, 2.4,
2014,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Pacific peoples,Proportions, 8.0, 3.8,*
2014,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Asian,Proportions,16.0, 4.2,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Northland,Proportions,13.6, 4.3,*
2014,Financial limitation buying a $300 item,Not at all limited,Region,Auckland,Proportions,21.6, 2.9,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Waikato,Proportions,26.2, 4.7,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Bay of Plenty,Proportions,26.5, 5.4,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Gisborne/Hawke's Bay,Proportions,22.3, 4.5,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Taranaki,Proportions,29.6, 8.8,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Manawatū-Whanganui,Proportions,20.3, 5.4,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Wellington,Proportions,20.6, 2.9,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,24.5, 4.2,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Canterbury,Proportions,28.7, 3.0,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Otago,Proportions,21.5, 4.6,
2014,Financial limitation buying a $300 item,Not at all limited,Region,Southland,Proportions,29.6, 6.7,
2016,Financial limitation buying a $300 item,Not at all limited,Total population,Total population,Proportions,23.1, 1.1,
2016,Financial limitation buying a $300 item,Not at all limited,Life stage (years),15-24 years,Proportions,11.8, 3.0,
2016,Financial limitation buying a $300 item,Not at all limited,Life stage (years),25-44 years,Proportions,16.5, 1.5,
2016,Financial limitation buying a $300 item,Not at all limited,Life stage (years),45-64 years,Proportions,28.5, 1.9,
2016,Financial limitation buying a $300 item,Not at all limited,Life stage (years),65 years and over,Proportions,36.5, 2.8,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),15-24 years,Proportions,11.8, 3.0,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),25-34 years,Proportions,15.0, 2.0,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),35-44 years,Proportions,18.3, 2.2,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),45-54 years,Proportions,27.0, 2.8,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),55-64 years,Proportions,30.3, 3.0,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),65-74 years,Proportions,36.0, 3.3,
2016,Financial limitation buying a $300 item,Not at all limited,Age group (years),75 years and over,Proportions,37.2, 4.4,
2016,Financial limitation buying a $300 item,Not at all limited,Sex,Male,Proportions,28.2, 1.8,
2016,Financial limitation buying a $300 item,Not at all limited,Sex,Female,Proportions,18.2, 1.4,
2016,Financial limitation buying a $300 item,Not at all limited,Labour force status,Employed,Proportions,25.1, 1.3,
2016,Financial limitation buying a $300 item,Not at all limited,Labour force status,Unemployed,Proportions, 6.3, 3.4,**
2016,Financial limitation buying a $300 item,Not at all limited,Labour force status,Not in the labour force,Proportions,20.5, 2.2,
2016,Financial limitation buying a $300 item,Not at all limited,Highest qualification,No qualification,Proportions,21.8, 2.4,
2016,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 1-4 certificate,Proportions,20.8, 1.6,
2016,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 5-6 diploma,Proportions,27.9, 3.6,
2016,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 7 and above,Proportions,26.3, 2.3,
2016,Financial limitation buying a $300 item,Not at all limited,Household income,"$30,000 or less",Proportions,15.4, 2.4,
2016,Financial limitation buying a $300 item,Not at all limited,Household income,"$30,001-$70,000",Proportions,18.4, 1.7,
2016,Financial limitation buying a $300 item,Not at all limited,Household income,"$70,001-$100,000",Proportions,22.2, 2.4,
2016,Financial limitation buying a $300 item,Not at all limited,Household income,"$100,001-$150,000",Proportions,22.9, 2.5,
2016,Financial limitation buying a $300 item,Not at all limited,Household income,"$150,001 or more",Proportions,34.5, 3.2,
2016,Financial limitation buying a $300 item,Not at all limited,Personal income,"$30,000 or less",Proportions,15.2, 1.7,
2016,Financial limitation buying a $300 item,Not at all limited,Personal income,"$30,001-$70,000",Proportions,23.5, 1.9,
2016,Financial limitation buying a $300 item,Not at all limited,Personal income,"$70,001 or more",Proportions,42.7, 3.0,
2016,Financial limitation buying a $300 item,Not at all limited,Housing tenure,Owner-occupied,Proportions,29.1, 1.6,
2016,Financial limitation buying a $300 item,Not at all limited,Housing tenure,Not owner-occupied,Proportions,11.7, 1.4,
2016,Financial limitation buying a $300 item,Not at all limited,Family type,Couple without child(ren),Proportions,33.6, 2.3,
2016,Financial limitation buying a $300 item,Not at all limited,Family type,Couple with child(ren),Proportions,17.7, 1.8,
2016,Financial limitation buying a $300 item,Not at all limited,Family type,One parent with child(ren),Proportions,10.1, 2.6,
2016,Financial limitation buying a $300 item,Not at all limited,Family type,Not in a family nucleus,Proportions,24.9, 2.4,
2016,Financial limitation buying a $300 item,Not at all limited,Migrant status,Born in NZ,Proportions,24.5, 1.3,
2016,Financial limitation buying a $300 item,Not at all limited,Migrant status,Long-term migrant,Proportions,21.2, 2.1,
2016,Financial limitation buying a $300 item,Not at all limited,Migrant status,Recent migrant,Proportions,13.9, 5.0,*
2016,Financial limitation buying a $300 item,Not at all limited,Ethnicity,European,Proportions,26.7, 1.4,
2016,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Māori,Proportions,14.4, 2.3,
2016,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Pacific peoples,Proportions, 6.9, 2.7,*
2016,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Asian,Proportions,17.0, 2.9,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Northland,Proportions,22.7, 4.9,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Auckland,Proportions,18.6, 1.8,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Waikato,Proportions,22.7, 3.2,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Bay of Plenty,Proportions,27.2, 5.1,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Gisborne/Hawke's Bay,Proportions,21.4, 5.3,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Taranaki,Proportions,26.6, 6.7,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Manawatū-Whanganui,Proportions,21.3, 4.7,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Wellington,Proportions,25.9, 3.9,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,26.2, 5.1,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Canterbury,Proportions,28.3, 2.9,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Otago,Proportions,29.3, 5.7,
2016,Financial limitation buying a $300 item,Not at all limited,Region,Southland,Proportions,24.6, 5.8,
2018,Financial limitation buying a $300 item,Not at all limited,Total population,Total population,Proportions,21.4, 1.0,
2018,Financial limitation buying a $300 item,Not at all limited,Life stage (years),15-24 years,Proportions,10.9, 2.4,
2018,Financial limitation buying a $300 item,Not at all limited,Life stage (years),25-44 years,Proportions,15.1, 1.7,
2018,Financial limitation buying a $300 item,Not at all limited,Life stage (years),45-64 years,Proportions,26.8, 1.8,
2018,Financial limitation buying a $300 item,Not at all limited,Life stage (years),65 years and over,Proportions,33.1, 2.6,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),15-24 years,Proportions,10.9, 2.4,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),25-34 years,Proportions,13.4, 2.1,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),35-44 years,Proportions,17.1, 2.4,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),45-54 years,Proportions,24.5, 2.5,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),55-64 years,Proportions,29.4, 2.9,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),65-74 years,Proportions,32.2, 3.4,
2018,Financial limitation buying a $300 item,Not at all limited,Age group (years),75 years and over,Proportions,34.5, 4.0,
2018,Financial limitation buying a $300 item,Not at all limited,Sex,Male,Proportions,26.7, 1.6,
2018,Financial limitation buying a $300 item,Not at all limited,Sex,Female,Proportions,16.3, 1.3,
2018,Financial limitation buying a $300 item,Not at all limited,Labour force status,Employed,Proportions,22.4, 1.2,
2018,Financial limitation buying a $300 item,Not at all limited,Labour force status,Unemployed,Proportions, 2.7, 1.9,**
2018,Financial limitation buying a $300 item,Not at all limited,Labour force status,Not in the labour force,Proportions,21.4, 2.1,
2018,Financial limitation buying a $300 item,Not at all limited,Highest qualification,No qualification,Proportions,20.1, 2.4,
2018,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 1-4 certificate,Proportions,19.1, 1.6,
2018,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 5-6 diploma,Proportions,24.6, 2.9,
2018,Financial limitation buying a $300 item,Not at all limited,Highest qualification,Level 7 and above,Proportions,23.9, 2.2,
2018,Financial limitation buying a $300 item,Not at all limited,Household income,"$30,000 or less",Proportions,14.2, 2.2,
2018,Financial limitation buying a $300 item,Not at all limited,Household income,"$30,001-$70,000",Proportions,19.4, 1.7,
2018,Financial limitation buying a $300 item,Not at all limited,Household income,"$70,001-$100,000",Proportions,18.0, 2.7,
2018,Financial limitation buying a $300 item,Not at all limited,Household income,"$100,001-$150,000",Proportions,19.6, 2.1,
2018,Financial limitation buying a $300 item,Not at all limited,Household income,"$150,001 or more",Proportions,30.1, 2.7,
2018,Financial limitation buying a $300 item,Not at all limited,Personal income,"$30,000 or less",Proportions,14.2, 1.5,
2018,Financial limitation buying a $300 item,Not at all limited,Personal income,"$30,001-$70,000",Proportions,20.1, 1.7,
2018,Financial limitation buying a $300 item,Not at all limited,Personal income,"$70,001 or more",Proportions,38.9, 2.9,
2018,Financial limitation buying a $300 item,Not at all limited,Housing tenure,Owner-occupied,Proportions,26.5, 1.4,
2018,Financial limitation buying a $300 item,Not at all limited,Housing tenure,Not owner-occupied,Proportions,11.7, 1.5,
2018,Financial limitation buying a $300 item,Not at all limited,Family type,Couple without child(ren),Proportions,30.9, 2.1,
2018,Financial limitation buying a $300 item,Not at all limited,Family type,Couple with child(ren),Proportions,17.2, 1.8,
2018,Financial limitation buying a $300 item,Not at all limited,Family type,One parent with child(ren),Proportions,10.0, 2.1,
2018,Financial limitation buying a $300 item,Not at all limited,Family type,Not in a family nucleus,Proportions,21.9, 2.2,
2018,Financial limitation buying a $300 item,Not at all limited,Migrant status,Born in NZ,Proportions,22.6, 1.2,
2018,Financial limitation buying a $300 item,Not at all limited,Migrant status,Long-term migrant,Proportions,19.8, 2.0,
2018,Financial limitation buying a $300 item,Not at all limited,Migrant status,Recent migrant,Proportions,13.4, 4.2,*
2018,Financial limitation buying a $300 item,Not at all limited,Ethnicity,European,Proportions,25.5, 1.3,
2018,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Māori,Proportions,13.0, 2.7,
2018,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Pacific peoples,Proportions, 6.3, 2.2,*
2018,Financial limitation buying a $300 item,Not at all limited,Ethnicity,Asian,Proportions,12.7, 2.5,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Northland,Proportions,23.1, 7.2,*
2018,Financial limitation buying a $300 item,Not at all limited,Region,Auckland,Proportions,17.7, 2.0,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Waikato,Proportions,24.2, 3.3,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Bay of Plenty,Proportions,24.1, 5.2,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Gisborne/Hawke's Bay,Proportions,19.0, 4.4,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Taranaki,Proportions,27.0, 5.3,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Manawatū-Whanganui,Proportions,21.3, 4.0,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Wellington,Proportions,20.6, 3.5,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,21.6, 5.1,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Canterbury,Proportions,27.5, 3.1,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Otago,Proportions,23.5, 5.4,
2018,Financial limitation buying a $300 item,Not at all limited,Region,Southland,Proportions,18.8, 6.3,*
2014,Self-rated general health status,Excellent,Total population,Total population,Proportions,21.6, 1.2,
2014,Self-rated general health status,Excellent,Life stage (years),15-24 years,Proportions,30.1, 3.4,
2014,Self-rated general health status,Excellent,Life stage (years),25-44 years,Proportions,25.5, 2.0,
2014,Self-rated general health status,Excellent,Life stage (years),45-64 years,Proportions,18.3, 2.0,
2014,Self-rated general health status,Excellent,Life stage (years),65 years and over,Proportions,12.1, 1.6,
2014,Self-rated general health status,Excellent,Age group (years),15-24 years,Proportions,30.1, 3.4,
2014,Self-rated general health status,Excellent,Age group (years),25-34 years,Proportions,26.3, 3.4,
2014,Self-rated general health status,Excellent,Age group (years),35-44 years,Proportions,24.7, 2.6,
2014,Self-rated general health status,Excellent,Age group (years),45-54 years,Proportions,19.2, 2.7,
2014,Self-rated general health status,Excellent,Age group (years),55-64 years,Proportions,17.2, 2.4,
2014,Self-rated general health status,Excellent,Age group (years),65-74 years,Proportions,15.3, 2.2,
2014,Self-rated general health status,Excellent,Age group (years),75 years and over,Proportions, 7.4, 1.9,
2014,Self-rated general health status,Excellent,Sex,Male,Proportions,22.4, 2.0,
2014,Self-rated general health status,Excellent,Sex,Female,Proportions,20.8, 1.4,
2014,Self-rated general health status,Excellent,Labour force status,Employed,Proportions,24.1, 1.5,
2014,Self-rated general health status,Excellent,Labour force status,Unemployed,Proportions,17.3, 4.7,
2014,Self-rated general health status,Excellent,Labour force status,Not in the labour force,Proportions,16.4, 2.0,
2014,Self-rated general health status,Excellent,Highest qualification,No qualification,Proportions,17.0, 2.4,
2014,Self-rated general health status,Excellent,Highest qualification,Level 1-4 certificate,Proportions,21.4, 2.0,
2014,Self-rated general health status,Excellent,Highest qualification,Level 5-6 diploma,Proportions,21.6, 2.9,
2014,Self-rated general health status,Excellent,Highest qualification,Level 7 and above,Proportions,26.4, 2.6,
2014,Self-rated general health status,Excellent,Household income,"$30,000 or less",Proportions,13.7, 2.2,
2014,Self-rated general health status,Excellent,Household income,"$30,001-$70,000",Proportions,17.8, 2.0,
2014,Self-rated general health status,Excellent,Household income,"$70,001-$100,000",Proportions,21.9, 2.5,
2014,Self-rated general health status,Excellent,Household income,"$100,001-$150,000",Proportions,24.6, 2.8,
2014,Self-rated general health status,Excellent,Household income,"$150,001 or more",Proportions,29.7, 3.4,
2014,Self-rated general health status,Excellent,Personal income,"$30,000 or less",Proportions,18.9, 1.6,
2014,Self-rated general health status,Excellent,Personal income,"$30,001-$70,000",Proportions,22.5, 1.9,
2014,Self-rated general health status,Excellent,Personal income,"$70,001 or more",Proportions,27.9, 2.9,
2014,Self-rated general health status,Excellent,Housing tenure,Owner-occupied,Proportions,21.0, 1.3,
2014,Self-rated general health status,Excellent,Housing tenure,Not owner-occupied,Proportions,22.9, 2.5,
2014,Self-rated general health status,Excellent,Family type,Couple without child(ren),Proportions,19.9, 1.8,
2014,Self-rated general health status,Excellent,Family type,Couple with child(ren),Proportions,24.7, 2.0,
2014,Self-rated general health status,Excellent,Family type,One parent with child(ren),Proportions,18.1, 3.0,
2014,Self-rated general health status,Excellent,Family type,Not in a family nucleus,Proportions,19.8, 2.5,
2014,Self-rated general health status,Excellent,Migrant status,Born in NZ,Proportions,21.4, 1.4,
2014,Self-rated general health status,Excellent,Migrant status,Long-term migrant,Proportions,19.8, 2.4,
2014,Self-rated general health status,Excellent,Migrant status,Recent migrant,Proportions,34.0, 7.1,
2014,Self-rated general health status,Excellent,Ethnicity,European,Proportions,21.9, 1.3,
2014,Self-rated general health status,Excellent,Ethnicity,Māori,Proportions,18.6, 2.5,
2014,Self-rated general health status,Excellent,Ethnicity,Pacific peoples,Proportions,26.3, 5.8,
2014,Self-rated general health status,Excellent,Ethnicity,Asian,Proportions,21.1, 3.8,
2014,Self-rated general health status,Excellent,Region,Northland,Proportions,16.1, 5.2,*
2014,Self-rated general health status,Excellent,Region,Auckland,Proportions,23.9, 2.4,
2014,Self-rated general health status,Excellent,Region,Waikato,Proportions,23.0, 4.8,
